Date,min_temp,max_temp,within_day_range_temp,Naive_average_temp,CU,NC,Utah,GDH_10,GDH_7,GDH_4,GDH_0,min_EWMA_2day,min_EWMA_4day,min_EWMA_6day,min_EWMA_8day,min_EWMA_10day,min_EWMA_12day,min_EWMA_14day,min_EWMA_16day,min_EWMA_18day,min_EWMA_20day,min_REWMA_2day,min_REWMA_4day,min_REWMA_6day,min_REWMA_8day,min_REWMA_10day,min_REWMA_12day,min_REWMA_14day,min_REWMA_16day,min_REWMA_18day,min_REWMA_20day,max_EWMA_2day,max_EWMA_4day,max_EWMA_6day,max_EWMA_8day,max_EWMA_10day,max_EWMA_12day,max_EWMA_14day,max_EWMA_16day,max_EWMA_18day,max_EWMA_20day,max_REWMA_2day,max_REWMA_4day,max_REWMA_6day,max_REWMA_8day,max_REWMA_10day,max_REWMA_12day,max_REWMA_14day,max_REWMA_16day,max_REWMA_18day,max_REWMA_20day,mean_EWMA_2day,mean_EWMA_4day,mean_EWMA_6day,mean_EWMA_8day,mean_EWMA_10day,mean_EWMA_12day,mean_EWMA_14day,mean_EWMA_16day,mean_EWMA_18day,mean_EWMA_20day,mean_REWMA_2day,mean_REWMA_4day,mean_REWMA_6day,mean_REWMA_8day,mean_REWMA_10day,mean_REWMA_12day,mean_REWMA_14day,mean_REWMA_16day,mean_REWMA_18day,mean_REWMA_20day,Cultivar.Aromella,Cultivar.Cabernet_Franc,Cultivar.Cabernet_Sauvignon,Cultivar.Cayuga_White,Cultivar.Chambourcin,Cultivar.Chancellor,Cultivar.Chardonnay,Cultivar.Chenin_blanc,Cultivar.Concord,Cultivar.Corot_noir,Cultivar.Gewurztraminer,Cultivar.Gruner_Veltliner,Cultivar.La_Crescent,Cultivar.Lemberger,Cultivar.Malbec,Cultivar.Marechal_Foch,Cultivar.Marquette,Cultivar.Merlot,Cultivar.Niagara,Cultivar.Noiret,Cultivar.Pinot_blanc,Cultivar.Pinot_gris,Cultivar.Pinot_noir,Cultivar.Riesling,Cultivar.Sangiovese,Cultivar.Saperavi,Cultivar.Sauvignon_blanc,Cultivar.St_Croix,Cultivar.Syrah,Cultivar.Tempranillo,Cultivar.Tocai_Fruliano,Cultivar.Traminette,Cultivar.Valvin_Muscat,Cultivar.Vidal,Cultivar.Vignoles,Cultivar.Viognier,Cultivar.Zinfandel,Cultivar.Brianna,Cultivar.Frontenac,Cultivar.Petite_Pearl,Cultivar.Frontenac_blanc,Cultivar.Frontenac_gris,Cultivar.Seyval,Cultivar.St_Pepin,Cultivar.L.Acadie,Cultivar.Aravelle,Cultivar.Aurora,Cultivar.Caminante_blanc,Cultivar.Delaware,Cultivar.Elvira,Cultivar.Fleurtai,Cultivar.Ives,Cultivar.Soreli,Cultivar.Vincent,Cultivar.NY_Muscat,Cultivar.Refosco,Cultivar.Teroldego,Days_in_season
2017-09-01,8.797809600304094,19.44,10.642190399695908,14.06565633094536,4.791284694639839,5.5,7.801166164147727,0,0,0,0,10.061205542542648,11.44635377334675,12.073501582059256,12.455184282567215,12.741962890937863,12.98146163778043,13.1921623130583,13.382501709992612,13.556865160877194,13.71783087243995,12.967660398455767,13.929260676080606,13.570036351546003,11.808437395724265,12.532142761575896,13.709153276782159,14.030140584619605,14.649639484971203,14.41348863103871,13.657569943394961,20.096139850213177,20.900276877317946,21.22542043151016,21.462782977791438,21.683627072729628,21.89658557138868,22.100745330691844,22.294586628575537,22.477269643571145,22.648598721941642,23.633324274264226,21.915914670400774,21.022942673743,20.647414938631584,21.443552973247222,22.642547523317507,23.04181583830322,23.472906191923137,23.533008535880953,23.503000004841837,15.074341282235826,16.174755717203023,16.664497975894385,16.988482856212325,17.253325458706055,17.48653438629757,17.697376647151188,17.89004473156522,18.067011421685205,18.230050821603186,18.221043574530743,17.88850146969734,17.32353778569139,16.437914254069696,17.134603023292318,18.28181605306236,18.625572070993574,19.16748551769143,19.089089120393147,18.705583553788863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-02,8.219116347574854,18.72,10.500883652425145,13.929941576265287,9.925890460970288,9.5,14.715756337265086,0,0,0,0,8.833146079230787,10.155458803037991,10.972248657920856,11.513835852568914,11.919627155780951,12.248793131594958,12.529089517660507,12.775044608531697,12.994996864740106,13.194143774833751,10.86296963815283,13.133003469111323,13.677844789423094,12.03628354792911,11.943933197836024,13.239388000457012,13.62856601505378,14.386033146969103,14.495610575534034,14.004098844201524,19.17871328340439,20.028166126390765,20.509586022507257,20.853275649393343,21.144785786778783,21.407880098867345,21.649979286599596,21.87404702521371,22.081767575826813,22.274446462709104,19.89997282279268,22.379857784001288,21.4321197432402,21.006676349669178,21.084342522857717,22.163010709375232,23.022095198042177,22.965293684179553,23.367480128337537,23.357000005351505,14.311408144922133,15.27683006082793,15.883196147428928,16.308807016224094,16.649073843716824,16.93936626167722,17.195051971033067,17.424150242706403,17.631530385325213,17.820516607761483,15.557011104362793,17.72253892330871,17.553333742287965,16.66497867884049,16.68388557971185,17.79263650388336,18.441510943807508,18.768698961667823,19.049185823502157,18.803159265102146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-09-03,13.63482743541643,26.28,12.645172564583572,19.856239670512714,10.29771055597848,9.5,14.96823346359966,0,0,0,0,12.034266983354549,11.547206255989366,11.73298545149102,11.985167315423917,12.231481752078311,12.462029178336724,12.676521240027963,12.876195529341667,13.062347451127087,13.236113647270196,9.1269413438324,11.921597364414872,13.225731230857988,13.237057033951121,11.853823524220443,12.442036269998074,13.504178136705093,13.843563916559956,14.444404930360406,14.26928227635285,23.912904427801465,22.52889967583446,22.158275730362327,22.0592143939726,22.078461098273547,22.157437006733907,22.26731538171965,22.392394434012097,22.52368677837136,22.655927751974904,19.819918468378038,22.259762973335484,21.736967640536278,21.08858387814609,20.769751972381655,21.43446720198891,22.513186766971742,22.923332842070163,23.344830731671365,23.429315795388504,18.007962495315855,17.10859390470184,17.01835143973858,17.09712538384379,17.232194903134257,17.38811601688268,17.549876997630353,17.710278410683614,17.86571031008179,18.01439499469017,14.554342922667946,17.116410497541565,17.479237674742695,17.1939626983707,16.4937197967461,17.074103529758993,18.10932333364824,18.46945718918951,18.994949889938184,18.958667836180798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-09-04,12.951475217971268,22.44,9.488524782028733,18.52154359944789,10.49558500348191,10,15.239683987630203,0,0,0,0,12.645739139765695,12.108913840782126,12.081125384771092,12.199902404878884,12.36238965496794,12.53732856904973,12.713181770420405,12.88505196329809,13.050676689742263,13.209005225432204,9.785204830889011,10.522658421619962,12.46656512858737,13.218926113121935,12.041123004490029,11.944390901196758,13.07514980441811,13.47065573386162,14.187665860992578,14.327580189355418,22.93096814260049,22.493339805500675,22.238768378830233,22.143833417534246,22.14419544404199,22.20090823646715,22.290339997490367,22.397995088834204,22.514877643805953,22.635363204167767,20.579755405134108,20.09960495555914,21.943754696750787,21.399607843330685,21.076363521799802,21.13891578416871,22.0875231926597,22.890443887679517,22.881869641279764,23.2702964054294,18.350349898070547,17.67377378260026,17.447834913941243,17.413662765089146,17.466621938827643,17.562489491123483,17.67943254453936,17.805721374067645,17.93474539317296,18.062694861809955,15.531716106113112,15.49197762282613,17.215954628927665,17.32108121384806,16.682726692162586,16.69433480436891,17.6688648352023,18.289122228054378,18.622781090181682,18.909236330098082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2017-09-05,8.950436068604546,15.67,6.719563931395454,12.400916661221304,16.25369532293728,17,24.651432793968436,0,0,0,0,10.182203758991596,10.845522731911093,11.186642723009221,11.477798774595698,11.742034457447321,11.985498953596625,12.211482343511625,12.422155975687087,12.61907241383303,12.803427210496237,12.917381797517328,9.717108179157904,11.473146129559918,12.76486823520367,12.976133372854022,11.870748023395052,12.37520015617764,13.34179820180047,13.685679212281388,14.26407720302337,18.090322714200163,19.764003883300404,20.361977413450166,20.705203769193304,20.967068999670715,21.19615312316451,21.407627997824985,21.606466254853707,21.794364207615853,21.971995279961313,24.29926621540232,20.206008259265232,21.697256575451103,21.60806722713945,21.155555415533094,20.891445926744836,21.459449837684264,22.431836406036787,22.83503077554797,23.23980129021144,14.384061073504384,15.564630934048678,16.005858270306973,16.29971918645185,16.54558461562649,16.768401363446223,16.97563042676362,17.16986199608572,17.3522371055991,17.52347789032532,18.735265165808762,15.11439924123674,16.649643855714956,17.20179758604718,17.098102710313217,16.54064447733458,17.0418336003769,17.98090780381593,18.341577423702446,18.84597791655094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017-09-06,6.6517755019145985,16.89,10.238224498085401,11.957606678583659,25.047719200037193,25.5,35.55230080691394,0,0,0,0,7.828584920940265,9.168023839912495,9.890966374125044,10.405349158444341,10.816532829168644,11.164926114876312,11.470188097965355,11.743287684655028,11.990935896788983,12.217555619202749,11.482490521719125,10.329973898393778,10.454402269940992,12.090931591966282,12.904048509743077,12.027070234374643,11.943833134296458,12.94832298916447,13.338067909397141,14.015381432816676,17.290107571400053,18.614402329980244,19.36998386675012,19.85738070937257,20.22578372700331,20.533668027293047,20.805277598114987,21.05158787192974,21.27811534365629,21.48799572948881,20.33779864620696,20.716680432108717,20.176159205631546,21.718943577750725,21.41234550787378,21.1644360952439,21.213211351174152,22.052081260175026,22.795622631494794,22.814517215496856,12.766424810223901,14.12182123186267,14.849214958386025,15.334805295814473,15.711406808891427,16.0282791042366,16.306560593672955,16.5566554881443,16.784381271176425,16.993394917778495,16.49331615640085,15.813561181430991,15.488277474155051,16.934469670837725,17.17567044722728,16.70381824278234,16.715526228218817,17.582055034518476,18.16741366205532,18.497303519570146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017-09-07,9.712561955301343,17.22,7.507438044698656,13.470758618310304,29.12774228910089,31,42.5764395942864,0,0,0,0,9.084569610514317,9.385839086068033,9.839993683032558,10.251396446634788,10.61581085210186,10.9414854749417,11.235837945610154,11.5043787753193,11.751107060842916,11.97898479406928,8.544521129214836,11.737212265606395,9.94376966379217,11.274022725054934,12.48091958172246,12.789523668469656,11.88143411971035,12.324789718655579,13.20877151940619,13.548100281003936,17.243369190466684,18.056641397988145,18.75570276196437,19.27129610728978,19.67927759482089,20.02387294617104,20.32724058503299,20.6008128281733,20.850945307481943,21.08151994572797,16.133395938620872,22.047800720181193,20.270622887884162,21.47864174282236,21.577311176290177,21.245242658015517,21.015243866739407,21.503025428198363,22.379813529317712,22.76551902765442,13.235980682281504,13.861396186441723,14.455370289792961,14.920572700813546,15.304016228785768,15.634814414094091,15.928453663624602,16.193608797575596,16.435578886664203,16.657905746400573,12.436861270306771,17.069307584874792,15.260250385732984,16.449537701945808,17.050580788577534,17.047506175927357,16.588740785935908,17.027053324245287,17.881141103492094,18.23249207370856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2017-09-08,10.733494267308725,16.17,5.436505732691277,13.346389642774668,32.35524085232485,37,49.012619461517815,0,0,0,0,10.183852715043923,9.92490115856431,10.09527956425432,10.35852929567344,10.637207836684928,10.90948682761355,11.168858788503297,11.413686480259232,11.643989924681422,11.860366648663513,7.732691250435414,10.47213548573304,10.4021536891874,10.489456138325705,11.893646936208668,12.69661610694536,12.015350774587741,11.94421690802228,12.84593731032804,13.222597648815142,16.52778973015556,17.301984838792887,18.016930544260262,18.582119194558715,19.041227123035274,19.43096941599088,19.772941840361923,20.079540730741147,20.35821422248384,20.613756141372924,17.060187815862616,19.22633453363532,20.602872043037827,20.329682240771607,21.656713659910217,21.471650414018338,21.265281384699314,21.29542881862481,22.03861512100215,22.72294208319699,13.309586655943614,13.655393568974901,14.138518676359164,14.570754243471573,14.948084122238294,15.282749064660333,15.58417846084461,15.858641838187252,16.110401071517938,16.34252326034096,12.508750488477702,15.211352861116183,15.738088007648035,15.56281709975469,16.809055343976926,17.101771318059612,16.734210327253443,16.74228289822407,17.517474930544477,18.065178671182828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2017-09-09,8.912946860995973,20.5,11.587053139004027,14.557363827212955,37.03347544535745,42,56.19477588520769,0,0,0,0,9.336582145678623,9.520119439536977,9.757470220466221,10.037288754634002,10.323705841105117,10.602326832749307,10.86807053150232,11.119481819169437,11.356511707451375,11.579660002218986,9.894522747477042,8.819242330907553,11.275368625832419,10.134733953472178,11.214432338442595,12.312704728965269,12.658700686547075,11.890188931877766,12.283715521192377,13.094756640867239,19.175929910051853,18.581190903275733,18.7263789601859,19.008314929101225,19.30645855521068,19.59543565968459,19.869882928313668,20.129006527124538,20.373139041169754,20.602922223146933,17.400563447587846,17.0838908893922,21.356020860252958,20.44102002384921,21.45598336211249,21.617405034748945,21.349170828499204,21.134819327774785,21.55256984112005,22.343251776165094,14.141438103456508,14.016181672270122,14.258188719460247,14.5677785954141,14.877044068597321,15.171151335822275,15.447269843027057,15.705550307484394,15.946923466854255,16.172508076233534,13.611038108265785,13.004559035561712,16.461346580201134,15.421237643910253,16.40401618442526,16.985989028406607,17.02969889906401,16.635969737579583,17.020169879835898,17.79827848816599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2017-09-10,9.726851594310897,20.44,10.713148405689104,14.944078182384049,40.393674145953476,47,62.16941904343551,0,0,0,0,9.59676177810014,9.602812301446544,9.7487220415647,9.968302719006644,10.215186887142531,10.467638334528013,10.715908006543465,10.955642969186078,11.184968537647114,11.403202058608692,10.258444331828443,8.731779839109558,10.331585101998815,10.516712340091631,10.590971573961564,11.80162440940722,12.559959983423044,12.007417341060494,11.943083723873208,12.758113940266897,20.01864330335062,19.32471454196544,19.215984971561358,19.326467167078732,19.512556999717827,19.72536863511773,19.945898537871848,20.165593994521654,20.380177036836095,20.58740582094246,17.761690342763536,18.026484815653667,19.38642920435414,20.727025744948982,20.55731299813749,21.689660495612387,21.556735571345232,21.367461904811424,21.37522511654594,22.034120384182472,14.676531489408202,14.387340276315692,14.454157137438475,14.651400725851868,14.889232089285816,15.136217004524084,15.38017762160799,15.615965351590235,15.841360805331075,16.055514753009774,13.891597088176745,13.406987285121984,15.103389344076502,15.80854659047165,15.704228712160935,16.776633344611398,17.072875976735403,16.768340533607272,16.76809203988666,17.46417058444169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
